model_id,id,target,candidate,rouge1,rouge2,rougeL,rougeLs,chrf
bart_finetune,85,"['On a tiny stretch of the fast-flowing Valsan river in Romania lives one of the rarest fish in Europe, and quite possibly the world.']",['The Asprete is a fish that has been threatened by a series of dams in Romania.'],0.292682927,0.051282051,0.195121951,0.195121951,19.72837244
bert,85,"['On a tiny stretch of the fast-flowing Valsan river in Romania lives one of the rarest fish in Europe, and quite possibly the world.']","['I saw that water was missing on the Valsan, half of what it was before,"" he says. "" Having some Asprete in captivity could be a back-up, should a catastrophe occur on the river,"" says Nicolae Craciun, adding that they could potentially repopulate the Arges and Raul Doamnei rivers.']",0.27027027,0,0.162162162,0.162162162,25.3286813
baseline,86,['Three families are due in court on Tuesday to challenge the decision to exclude non-religious beliefs from the new religious studies GCSE syllabus.'],"['By Judith BurnsEducation reporter From next year, the new GCSE will require pupils in England to study two religions but not humanism. The parents fear excluding humanism may lead children to believe religion ""has a monopoly on truth and on morality"". In February, former Archbishop of Canterbury the Right Reverend Lord Williams urged a government rethink.']",0.225,0.025641026,0.125,0.125,28.23483493
t5base,86,['Three families are due in court on Tuesday to challenge the decision to exclude non-religious beliefs from the new religious studies GCSE syllabus.'],"[""parents fear excluding humanism may lead children to believe religion has monopoly on truth . proposed GCSE will require pupils to study two faiths but not one . 'lack of parity between religious beliefs and non-religious worldviews'""]",0.266666667,0.068965517,0.166666667,0.166666667,37.68457866
t5_finetune,86,['Three families are due in court on Tuesday to challenge the decision to exclude non-religious beliefs from the new religious studies GCSE syllabus.'],"[""The government is seeking a judicial review of the government's decision to allow students to study two religions but not humanism.""]",0.217391304,0.045454545,0.130434783,0.130434783,25.45478852
bart_base,86,['Three families are due in court on Tuesday to challenge the decision to exclude non-religious beliefs from the new religious studies GCSE syllabus.'],"['By Judith BurnsEducation reporter From next year, the new GCSE will require pupils in England to study two religions but not humanism. The parents fear excluding humanism may lead children to believe religion ""has a monopoly on truth and on morality"". In February, former Archbishop of Canterbury the Right Reverend Lord Williams urged a government rethink. He was among 28 religious leaders to sign a letter urging the government to allow students ""the option of systematic study of humanism in GCSE"". \'Lack of parity\' The three claimants asking for judicial review of the government\'s decision are all parents of children due to take GCSEs in the next few years. ""I completely recognise the importance of children learning about the different religions, especially in our increasingly diverse society,"" said Kate Bielby, from Somerset, whose daughter Daisy is 12. ""What I object to is the lack of parity between religious beliefs and non-religious worldviews. ""The school curriculum, which in the eyes of children may well lead to the belief that religion, in whatever form, has a monopoly of truth and of morality. ""This is not accurate, it reflects neither the views of the population nor the traditions of the country, and we shouldn\'t be encouraging our children to learn it."" The']",0.144067797,0.025641026,0.076271186,0.076271186,21.44048202
bart_finetune,86,['Three families are due in court on Tuesday to challenge the decision to exclude non-religious beliefs from the new religious studies GCSE syllabus.'],"[""A group of parents have challenged the government's plans to allow pupils to study two religions in a new GCSE course.""]",0.260869565,0,0.173913043,0.173913043,24.89226411
bert,86,['Three families are due in court on Tuesday to challenge the decision to exclude non-religious beliefs from the new religious studies GCSE syllabus.'],"['What I object to is the lack of parity between religious beliefs and non-religious worldviews in the school curriculum, which in the eyes of children may well lead to the belief that religion, in whatever form, has a monopoly on truth and on morality. "" The one-day High Court challenge is backed by the British Humanist Association (BHA).']",0.289156627,0.049382716,0.120481928,0.120481928,34.64246866
baseline,87,"['A low bridge in Leicestershire has been dubbed the ""most bashed"" in Britain after being struck 25 times in a year.']","['The Watling Street railway bridge on the A5 in Hinckley saw crashes almost once a fortnight on average in the year to the end of March, Network Rail said. Its list of the most commonly struck bridges also included structures in Dudley, Cambridgeshire and Norfolk. However, the organisation said there had been an 11% decrease in bridge crashes compared to the previous year.']",0.238095238,0.024390244,0.166666667,0.166666667,25.14189907
t5base,87,"['A low bridge in Leicestershire has been dubbed the ""most bashed"" in Britain after being struck 25 times in a year.']","['network rail said there was an average of five railway bridge crashes per day . repairs cost an average £13,000 per strike . network rail has started a new awareness campaign ahead of expected increase in traffic .']",0.140350877,0,0.105263158,0.105263158,21.68389279
t5_finetune,87,"['A low bridge in Leicestershire has been dubbed the ""most bashed"" in Britain after being struck 25 times in a year.']","[""A number of railway bridges have been hit by a 'simple' approach to reducing the risk of accidents.""]",0.205128205,0,0.153846154,0.153846154,20.70492031
bart_base,87,"['A low bridge in Leicestershire has been dubbed the ""most bashed"" in Britain after being struck 25 times in a year.']","['The Watling Street railway bridge on the A5 in Hinckley saw crashes almost once a fortnight on average in the year to the end of March, Network Rail said. Its list of the most commonly struck bridges also included structures in Dudley, Cambridgeshire and Norfolk. However, the organisation said there had been an 11% decrease in bridge crashes compared to the previous year. Network Rail, which looks after about 10,000 bridges over roads, said there was an average of five railway bridge crashes per day nationally, with repairs costing an annual of £13,000 per strike. It has started a new awareness campaign ahead of an expected increase in traffic encouraging lorry drivers to familiarise themselves with the height of their vehicle before setting off. Chairman Sir Peter Hendy said: ""We\'ve done a lot of work with partners across the industry in recent years to tackle bridge strikes, and whilst it\'s encouraging to see our work is paying off with numbers now on the decline, there\'s a lot more to be done to cut the unnecessary delays, costs and safety risks they pose."" \'Simple steps\' Network Rail is also written to operators of large vehicle fleets warning they could lose their licence if they fail to have measures in place to minimise the risk of']",0.108333333,0.008403361,0.066666667,0.066666667,14.13027903
bart_finetune,87,"['A low bridge in Leicestershire has been dubbed the ""most bashed"" in Britain after being struck 25 times in a year.']","['The number of railway bridge crashes in England and Wales has fallen by more than a third since the start of the year, according to a report.']",0.291666667,0,0.208333333,0.208333333,23.42677319
bert,87,"['A low bridge in Leicestershire has been dubbed the ""most bashed"" in Britain after being struck 25 times in a year.']","['Senior structures adviser at Highways England, Hideo Takano, said: ""Around two-thirds of bridge strikes on our roads are caused by vehicles carrying a load. "" Watling Street, Hinckley, Leicestershire - struck 25 times 2.']",0.222222222,0.076923077,0.185185185,0.185185185,34.07453443
baseline,88,"[""Obesity should be defined by a person's health - not just their weight, says a new Canadian clinical guideline.""]","['It also advises doctors to go beyond simply recommending diet and exercise. Instead, they should focus on the root causes of weight gain and take a holistic approach to health. The guideline, which was published in the Canadian Medical Association Journal on Tuesday, specifically admonished weight-related stigma against patients in the health system.']",0.164383562,0,0.109589041,0.109589041,29.18819072
t5base,88,"[""Obesity should be defined by a person's health - not just their weight, says a new Canadian clinical guideline.""]","[""guideline admonishes weight-related stigma against patients in the health system . the rate of obesity has tripled over the past three decades in canada . it acknowledges their clinical limitations and says doctors should focus more on how weight impacts a person's health .""]",0.35483871,0.1,0.193548387,0.193548387,40.09410314
t5_finetune,88,"[""Obesity should be defined by a person's health - not just their weight, says a new Canadian clinical guideline.""]","[""The Canadian Medical Association's weight-loss guideline is intended to be used by primary care physicians in diagnosing and treating obesity in their daily practice.""]",0.355555556,0,0.133333333,0.133333333,34.59228472
bart_base,88,"[""Obesity should be defined by a person's health - not just their weight, says a new Canadian clinical guideline.""]","['It also advises doctors to go beyond simply recommending diet and exercise. Instead, they should focus on the root causes of weight gain and take a holistic approach to health. The guideline, which was published in the Canadian Medical Association Journal on Tuesday, specifically admonished weight-related stigma against patients in the health system. ""The dominant cultural narrative regarding obesity fuels assumptions about personal irresponsibility and lack of willpower and casts blame and shame upon people living with obesity,"" the guideline,which is intended to be used by primary care physicians in diagnosing and treating obesity in their daily practice, states. Ximena Ramos-Salas, the director of research and policy at Obesity Canada and one of the guideline\'s authors, said research shows many doctors discriminate against obese patients, and that can lead to worse health outcomes irrespective of their weight. ""Weight bias is not just about believing the wrong thing about obesity. It actually has an effect on the behaviour of healthcare practitioners."" The guideline doesn\'t completely do away with standard weight-loss advice. The rate of obesity has tripled over the past three decades in Canada, and now about one in four Canadians is obese according to Statistics Canada. The guidelines had not been updated since 2006. The new version was funded by Obesity Canada, the Canadian']",0.117154812,0.016877637,0.083682008,0.083682008,17.77801699
bart_finetune,88,"[""Obesity should be defined by a person's health - not just their weight, says a new Canadian clinical guideline.""]",['A new guideline on the treatment of obesity has been published by the Canadian government.'],0.352941176,0.0625,0.176470588,0.176470588,29.65106264
bert,88,"[""Obesity should be defined by a person's health - not just their weight, says a new Canadian clinical guideline.""]","['The guideline, which was published in the Canadian Medical Association Journal on Tuesday, specifically admonished weight-related stigma against patients in the health system. "" Small reductions in weight, of about 3-5%, can lead to health improvements and an obese person\'s ""best weight"" might not be their ""ideal weight"" according to BMI, the guideline says.']",0.266666667,0.02739726,0.16,0.16,32.00810007
baseline,89,['Boots has been accused of refusing to cut the cost of one of its morning-after pills for fear of criticism from campaigners.'],"['The British Pregnancy Advisory Service (BPAS), which provides abortion care, wants Boots and other pharmacies to reduce the cost of emergency contraception Levonelle. Boots told the BPAS it wanted to avoid ""incentivising inappropriate use"". The company said it was ""disappointed by the focus"" BPAS had taken.']",0.144927536,0.059701493,0.144927536,0.144927536,24.11299348
t5base,89,['Boots has been accused of refusing to cut the cost of one of its morning-after pills for fear of criticism from campaigners.'],['progestogen-based drug costs £28.25 in Boots and its non-branded equivalent is £26.75 . but it costs £13.50 at Tesco and a generic version is £13.49 in superdrug . BPAS lobbied Boots to reduce the cost of the emergency contraceptive pill .'],0.179104478,0.061538462,0.149253731,0.149253731,23.35277756
t5_finetune,89,['Boots has been accused of refusing to cut the cost of one of its morning-after pills for fear of criticism from campaigners.'],"['The British Pregnancy Advisory Service (BPAS) wants to reduce the cost of emergency contraception Levonelle . BPAS has said it is ""disappointed"" by the focus a pharmacy has taken.']",0.196078431,0.081632653,0.156862745,0.156862745,23.70833972
bart_base,89,['Boots has been accused of refusing to cut the cost of one of its morning-after pills for fear of criticism from campaigners.'],"['The British Pregnancy Advisory Service (BPAS), which provides abortion care, wants Boots and other pharmacies to reduce the cost of emergency contraception Levonelle. Boots told the BPAS it wanted to avoid ""incentivising inappropriate use"". The company said it was ""disappointed by the focus"" BPAS had taken. Currently, the progestogen-based drug Levonela costs £28.25 in Boots, and its non-branded equivalent is £26.75. But the branded drug costs £13.50 at Tesco and a generic version is £13,49 in Superdrug. However, Superdrug charges £27 for Levonel and £35 for an alternative emergency contraceptive pill, EllaOne. \'Affordable price\' BPAS lobbied Boots to reduce- cost of the pill to make it more accessible for women having difficulty getting the drug quickly on the NHS. Clare Murphy, BPAS director of external affairs, said: ""Most people believe women should be able to access emergency contraception from pharmacies at an affordable price."" But the chief pharmacist at Boots UK, Marc Donovan, said that ""In our experience, the subject of [emergency hormonal contraception] polarises public opinion and we receive frequent contact from individuals who voice their disapproval']",0.106280193,0.019512195,0.086956522,0.086956522,15.17030502
bart_finetune,89,['Boots has been accused of refusing to cut the cost of one of its morning-after pills for fear of criticism from campaigners.'],['A pharmacy has criticised the price of the NHS emergency contraceptive pill Levonelle.'],0.166666667,0,0.166666667,0.166666667,18.70185142
bert,89,['Boots has been accused of refusing to cut the cost of one of its morning-after pills for fear of criticism from campaigners.'],"['Boots told the BPAS it wanted to avoid ""incentivising inappropriate use"". In Northern Ireland, some pharmacies allow it to be bought on the NHS, and it is available free of charge from sexual health clinics and GPs.']",0.166666667,0,0.166666667,0.166666667,23.24086792
baseline,90,"[""Few Germans had expected to enjoy all the trappings of a traditional Christmas this year but new countrywide restrictions, which come into force on Wednesday, will limit festivities to the smallest of family gatherings. No carolling, no parties and even Germany's much loved glühwein stalls will close, as drinking outdoors is banned.""]","['By Jenny HillBBC News, Dresden Announcing the measures at the weekend, Chancellor Angela Merkel said that an existing ""lockdown light"", which closed bars, restaurants, arts and leisure facilities at the beginning of November, had not done enough to tackle Germany\'s second wave. The country has experienced record numbers of infections and deaths in the past fortnight and intensive care units are filling up. What are Germany\'s lockdown measures? There\'ll be no let up over New Year either.']",0.194029851,0.015151515,0.119402985,0.119402985,31.01290506
t5base,90,"[""Few Germans had expected to enjoy all the trappings of a traditional Christmas this year but new countrywide restrictions, which come into force on Wednesday, will limit festivities to the smallest of family gatherings. No carolling, no parties and even Germany's much loved glühwein stalls will close, as drinking outdoors is banned.""]","['Chancellor angela Merkel says the ""lockdown light"" has not done enough to tackle the pandemic . the country has experienced record numbers of infections and deaths in the past fortnight . some blame the region\'s leaders who, until now, have dithered and bickered .']",0.125,0,0.125,0.125,22.84643002
t5_finetune,90,"[""Few Germans had expected to enjoy all the trappings of a traditional Christmas this year but new countrywide restrictions, which come into force on Wednesday, will limit festivities to the smallest of family gatherings. No carolling, no parties and even Germany's much loved glühwein stalls will close, as drinking outdoors is banned.""]","['Germany\'s new lockdown light has been a ""complete nightmare"" with increasing numbers of deaths and infections.']",0.169014085,0.028985507,0.084507042,0.084507042,13.36341351
bart_base,90,"[""Few Germans had expected to enjoy all the trappings of a traditional Christmas this year but new countrywide restrictions, which come into force on Wednesday, will limit festivities to the smallest of family gatherings. No carolling, no parties and even Germany's much loved glühwein stalls will close, as drinking outdoors is banned.""]","['By Jenny HillBBC News, Dresden Announcing the measures at the weekend, Chancellor Angela Merkel said that an existing ""lockdown light"", which closed bars, restaurants, arts and leisure facilities at the beginning of November, had not done enough to tackle Germany\'s second wave. The country has experienced record numbers of infections and deaths in the past fortnight and intensive care units are filling up. What are Germany\'s lockdown measures? There\'ll be no let up over New Year either. No gatherings on the streets will be allowed, and the sale of fireworks is prohibited - many Germans like to celebrate Silvester, as it\'s called here, with a bang. For a country that cherishes its Christmas traditions there are precious few joyful tidings. In normal times, Dresden\'s old market square would be crammed with people enjoying its world-famous Christmas market. The city\'s Christmas lights still twinkle but the streets are quiet and, even before shops here were ordered to close, business was hardly booming. ""It hurts,"" said Astrid Rademacher as she rearranged silver decorations and antique glassware in her shop. The government has promised more financial aid to affected businesses, and has taken on new debt in order to fund rescue packages. But asked whether her business could']",0.203773585,0.015209125,0.098113208,0.098113208,30.23344287
bart_finetune,90,"[""Few Germans had expected to enjoy all the trappings of a traditional Christmas this year but new countrywide restrictions, which come into force on Wednesday, will limit festivities to the smallest of family gatherings. No carolling, no parties and even Germany's much loved glühwein stalls will close, as drinking outdoors is banned.""]","[""The German government has ordered the closure of the city's Christmas market and other public places in the run-up to Christmas, as part of a nationwide response to the deadly pandemic.""]",0.252873563,0.047058824,0.114942529,0.114942529,21.25407666
bert,90,"[""Few Germans had expected to enjoy all the trappings of a traditional Christmas this year but new countrywide restrictions, which come into force on Wednesday, will limit festivities to the smallest of family gatherings. No carolling, no parties and even Germany's much loved glühwein stalls will close, as drinking outdoors is banned.""]","['I hope, I hope. A few doors down, Mario Somplatzki, whose shop sells the elegant carved wooden figures and decorations for which this region is famous, said that, despite the economic pain, it was the right decision - one which, he said, should have been made sooner. ""']",0.16,0,0.08,0.08,21.77793252
baseline,91,"[""South Korea's president has promised the wreckage of the Sewol ferry will be raised at the earliest opportunity. But is it that straightforward?""]","['By Roland HughesBBC News The ferry sank in April 2014 causing the deaths of 304 people, and now sits on its side on the sea bed. Experts say the salvage operation could be complicated by a number of factors. But the government is hopeful it can be lifted in one piece - and has put forward plans for how to do so.']",0.235294118,0,0.164705882,0.164705882,26.73047388
t5base,91,"[""South Korea's president has promised the wreckage of the Sewol ferry will be raised at the earliest opportunity. But is it that straightforward?""]","['the ferry sank in waters between 37 and 43 metres (121 and 141 feet) deep . experts say the salvage operation could be complicated by a number of factors . the site of the sewol is subject to dangerous currents and, on the surface, heavy winds .']",0.235294118,0.060606061,0.147058824,0.147058824,24.38198944
t5_finetune,91,"[""South Korea's president has promised the wreckage of the Sewol ferry will be raised at the earliest opportunity. But is it that straightforward?""]",['The ferry sank in waters between 37 and 43 metres (121 and 141 feet) deep in South Korea in April 2014 .'],0.177777778,0.046511628,0.088888889,0.088888889,17.68516632
bart_base,91,"[""South Korea's president has promised the wreckage of the Sewol ferry will be raised at the earliest opportunity. But is it that straightforward?""]","['By Roland HughesBBC News The ferry sank in April 2014 causing the deaths of 304 people, and now sits on its side on the sea bed. Experts say the salvage operation could be complicated by a number of factors. But the government is hopeful it can be lifted in one piece - and has put forward plans for how to do so. The ferry sinking in waters between 37 and 43 metres (121 and 141 feet) deep. While salvage operations have been undertaken in deeper seas, the site of the Sewol is subject to dangerous currents and, on the surface, heavy winds. Two options At a press conference on 10 April, South Korea\'s Ministry of Oceans and Fisheries outlined how the ship could be lifted. The ministry said a recovery of the ship in one pieces was ""risky, but technically possible"". First option Second option One option would see 93 holes drilled in the side of the ferry to allow chains to be attached. It would then be lifted by cranes placed on boats, before being moved onto a floating dock on the shore of the sea. A second option, which is also possible, would see the ferry lifted to a shallower part of the Sea bed where there is better visibility. It could then be gradually lifted until it reached an area with']",0.120967742,0.032520325,0.088709677,0.088709677,20.86100641
bart_finetune,91,"[""South Korea's president has promised the wreckage of the Sewol ferry will be raised at the earliest opportunity. But is it that straightforward?""]","[""South Korea's government has said it is considering whether to lift a ferry that sank in the South Korean Sea.""]",0.4,0.093023256,0.266666667,0.266666667,28.51947431
bert,91,"[""South Korea's president has promised the wreckage of the Sewol ferry will be raised at the earliest opportunity. But is it that straightforward?""]","['He said: ""It won\'t be anything like the type of salvage operation you had with the Costa Concordia - in design and from a finance point of view."" So if it is full of mud, that will present a real issue as it will make it much heavier to lift.""']",0.216216216,0,0.135135135,0.135135135,24.41814325
baseline,92,['More than 600 workers at a food factory are being tested for coronavirus after 19 colleagues tested positive.'],"['A mobile testing unit has been set up outside Peter\'s Food Service unit in Bedwas, Caerphilly. The pies and pasties maker said it had been ""working in a Covid environment for seven months"" with safety measures reviewed on a weekly basis. Caerphilly was the first county in Wales to be placed in a local lockdown following a spike in cases.']",0.075949367,0,0.075949367,0.075949367,21.32993376
t5base,92,['More than 600 workers at a food factory are being tested for coronavirus after 19 colleagues tested positive.'],"['61 more people have just tested positive for coronavirus in the county . four staff tested positive last week and six excluded from site . pies and pasties maker says it has been ""working in a Covid environment""']",0.259259259,0.076923077,0.222222222,0.222222222,39.6485609
t5_finetune,92,['More than 600 workers at a food factory are being tested for coronavirus after 19 colleagues tested positive.'],"[""A mobile testing unit has been set up outside Peter's Food Service in Bedwas, Caerphilly, following a spike in cases.""]",0.102564103,0,0.102564103,0.102564103,18.33197234
bart_base,92,['More than 600 workers at a food factory are being tested for coronavirus after 19 colleagues tested positive.'],"['A mobile testing unit has been set up outside Peter\'s Food Service unit in Bedwas, Caerphilly. The pies and pasties maker said it had been ""working in a Covid environment for seven months"" with safety measures reviewed on a weekly basis. Caerfilly was the first county in Wales to be placed in a local lockdown following a spike in cases. A total of 61 more people have just tested positive for coronavirus in the county, according to daily figures published by Public Health Wales on Tuesday. Peter\'s food Service said as ""soon as a colleague informs us that they have received a positive result they are excluded from site and we contact the local authorities to ensure that the track and trace process is implemented"". It said any employee regarded as a direct contact of a worker who tests positive is ""also immediately excluded from the site"". Last week, four staff tested positive and a further six who were excluded have since tested positive. It has also been informed about a further nine cases, of which ""we reasonably believe seven are unrelated to any other site case"". The company said health officials wanted to ""understand if there is the potential for onward transmission within the factory environment and determine if Peter\'s are likely to see a greater number of cases']",0.082987552,0.016736402,0.058091286,0.058091286,20.1506013
bart_finetune,92,['More than 600 workers at a food factory are being tested for coronavirus after 19 colleagues tested positive.'],"['A worker who tested positive for Covid-19 has been excluded from work at a food firm in Wales, health officials have said.']",0.341463415,0.153846154,0.195121951,0.195121951,34.30517609
bert,92,['More than 600 workers at a food factory are being tested for coronavirus after 19 colleagues tested positive.'],"['A mobile testing unit has been set up outside Peter\'s Food Service unit in Bedwas, Caerphilly. Peter\'s Food Service said as ""soon as a colleague informs us that they have received a positive result they are excluded from site and we contact the local authorities to ensure that the track and trace process is implemented"".']",0.106666667,0,0.08,0.08,27.50903126
baseline,93,['A historian has suggested artefacts found in the Highlands and Islands and held in museums outside the area could be returned via community purchases.'],"['By Jackie O\'BrienBBC Scotland news Prof James Hunter\'s comment comes as crofters in Assynt prepare to mark 25 years since the North Lochinver Estate was brought into public ownership. He said the same powers used for community buyouts of land and buildings could be used for ""portable assets"". These include the Lewis Chessmen and the St Ninian\'s Isle Treasure, he said.']",0.181818182,0.023255814,0.113636364,0.113636364,28.90204162
t5base,93,['A historian has suggested artefacts found in the Highlands and Islands and held in museums outside the area could be returned via community purchases.'],"['more than 90 chessmen were found beneath a sand dune near Uig on the west coast of Lewis in the early 19th Century . the pieces are thought to have been carved in Norway in the 12th century, and may have been traded in Ireland . six of the Lewis Chessmen from the British Museum are on long-term loan to Museum nan Eilean in Lewis .']",0.159090909,0.023255814,0.136363636,0.136363636,25.60049115
t5_finetune,93,['A historian has suggested artefacts found in the Highlands and Islands and held in museums outside the area could be returned via community purchases.'],"[""The Lewis Chessmen from Shetland and the St Ninian's Isle Treasure are on a long-term loan to the British Museum.""]",0.173913043,0,0.130434783,0.130434783,19.61512456
bart_base,93,['A historian has suggested artefacts found in the Highlands and Islands and held in museums outside the area could be returned via community purchases.'],"['By Jackie O\'BrienBBC Scotland news Prof James Hunter\'s comment comes as crofters in Assynt prepare to mark 25 years since the North Lochinver Estate was brought into public ownership. He said the same powers used for community buyouts of land and buildings could be used for ""portable assets"". These include the Lewis Chessmen and the St Ninian\'s Isle Treasure, he said. The items are held in museums in Edinburgh and London. More than 90 chessmen were found beneath a sand dune near Uig on the west coast of Lewis in the early 19th Century. The pieces are thought to have been carved in Norway in the 12th Century, and may have been buried to keep them safe before being traded in Ireland. Six of the Lewis chessmen from the British Museum are on long-term loan to Museum nan Eilean in Stornoway in Lewis. The new museum was officially opened by First Minister Nicola Sturgeon last year. \'Back in Highlands\' The St Niniana\'s Island Treasure from Shetland is the only Scottish hoard of fine metalwork from 750-825AD to survive in its entirety. It is held in the collections of National Museums Scotland. Prof Hunter, Emeritus Professor of History at the University of the']",0.120689655,0.034782609,0.068965517,0.068965517,22.38335185
bart_finetune,93,['A historian has suggested artefacts found in the Highlands and Islands and held in museums outside the area could be returned via community purchases.'],['A Scottish historian has said the Scottish government should be given more powers to buy out land and buildings in the Highlands and Islands.'],0.458333333,0.217391304,0.333333333,0.333333333,40.50002548
bert,93,['A historian has suggested artefacts found in the Highlands and Islands and held in museums outside the area could be returned via community purchases.'],"['The British Museum said it had worked with National Museums Scotland to assist Western Isles local authority, Comhairle nan Eilean Siar, in developing Stornoway\'s Museum nan Eilean by providing six Lewis Chessmen piece on long-term loan. Each year millions of visitors, free of charge, admire the chessmen at the British Museum and they are frequently loaned for display, not only to Stornoway but to museums across the country and across the globe.""']",0.12244898,0,0.102040816,0.102040816,23.39712291
baseline,94,['The makers of hit American TV series Glee are to release a mini-album of Madonna cover songs.'],"['The Power Of Madonna will be the third official record from the show and will be released on Monday 26 April. The first two Glee albums have sold half a million copies each in the US with single Don\'t Stop Believin\' going to number six in the UK singles chart. Producers say it marks ""the next official chapter in the Glee music songbook"".']",0.146341463,0.025,0.097560976,0.097560976,26.90454901
t5base,94,['The makers of hit American TV series Glee are to release a mini-album of Madonna cover songs.'],"['the power of madonna will be the third official record from the show . the album is inspired by an upcoming episode of the show that will be based entirely around Madonna songs . producer says it marks ""the next official chapter in the Glee music songbook""']",0.222222222,0.032786885,0.19047619,0.19047619,25.34227311
t5_finetune,94,['The makers of hit American TV series Glee are to release a mini-album of Madonna cover songs.'],['The Power Of Madonna will be the third official album from the show and will be released on Monday 26 April.'],0.205128205,0.054054054,0.153846154,0.153846154,26.92658116
bart_base,94,['The makers of hit American TV series Glee are to release a mini-album of Madonna cover songs.'],"['The Power Of Madonna will be the third official record from the show and will be released on Monday 26 April. The first two Glee albums have sold half a million copies each in the US with single Don\'t Stop Believin\' going to number six in the UK singles chart. Producers say it marks ""the next official chapter in the Glee music songbook"". The album is inspired by an upcoming episode of Glee that will be based entirely around Madonna songs. Jane Lynch, who plays cheerleading coach Sue Sylvester, explained how one of the tracks comes up. ""Kurt and Mercedes give Sue sylvester a makeover and it leads to the Madonna Vogue video. ""So we\'ve remade the Vogue in black and white in all the outfits, with all the dancers. It was pretty amazing."" The full track listing for The Power of Madonna is as follows: 1. Express Yourself 2. Borderline/Open Your Heart 3. Vogue 4. Like A Virgin 5. 4 Minutes 6. What It Feels Like For A Girl 7. The Road To Sectionals, the series is taking a two-week break on digital channel E4.']",0.096153846,0.009708738,0.076923077,0.076923077,16.65073669
bart_finetune,94,['The makers of hit American TV series Glee are to release a mini-album of Madonna cover songs.'],['The Power Of Madonna has been released as the third official album from the Glee music series.'],0.342857143,0.060606061,0.171428571,0.171428571,32.72304319
bert,94,['The makers of hit American TV series Glee are to release a mini-album of Madonna cover songs.'],"[""Like A Virgin 5. Like A Prayer After next week's episode, The Road To Sectionals, the series is taking a two-week break on digital channel E4.""]",0.173913043,0,0.130434783,0.130434783,20.92418878
baseline,95,"[""A set of hand puppets given to siblings by the creator of a famous children's television show are expected to fetch thousands of pounds at auction.""]","['Vicky Golding and Max Jowett received a set of Sooty, Sweep and Soo puppets from Harry Corbett, who invented the famous puppeting trio. Their father Derek Jowett was a friend of the magician and presenter, who they say gave them the gift when learning that their mother was ill with cancer. The auction is set for 19 November.']",0.211764706,0.048192771,0.188235294,0.188235294,27.14374447
t5base,95,"[""A set of hand puppets given to siblings by the creator of a famous children's television show are expected to fetch thousands of pounds at auction.""]","['the auction is set for 19 November . Vicky Golding and Max Jowett received a set of Sooty, Sweep and Soo puppets . their father was a friend of the magician and presenter, who invented the trio .']",0.258064516,0.066666667,0.193548387,0.193548387,27.28129159
t5_finetune,95,"[""A set of hand puppets given to siblings by the creator of a famous children's television show are expected to fetch thousands of pounds at auction.""]","['The trio of Sooty, Sweep and Soo puppets have been auctioned for £14,500 in 2018 .']",0.139534884,0,0.093023256,0.093023256,16.07725808
bart_base,95,"[""A set of hand puppets given to siblings by the creator of a famous children's television show are expected to fetch thousands of pounds at auction.""]","['Vicky Golding and Max Jowett received a set of Sooty, Sweep and Soo puppets from Harry Corbett, who invented the famous puppeting trio. Their father Derek Jowsett was a friend of the magician and presenter, who they say gave them the gift when learning that their mother was ill with cancer. The auction is set for 19 November. Ms Golding, who lives in Otley in West Yorkshire, said her father was an independent financial adviser to Mr Corbett. The pair, who was born and raised in the village of Otley, were raised in a family of four, and their mother, Jackie, was diagnosed with breast cancer in the early 1970s, and died from the disease aged 46 in 1980. ""I remember Harry coming to our house in Otleys and entertaining us with Sooties shows,"" she said. ""We were all very young when mum became ill, and Max and I were only small when mum got poorly."" Memorabilia from the ""Sooty shows - which debuted on television in 1952 - have become highly prized, with one puppet selling for £14,500 in 2018. The three puppets have been given a guide price of £5,000 to £7,000.']",0.126126126,0.018181818,0.09009009,0.09009009,19.74888229
bart_finetune,95,"[""A set of hand puppets given to siblings by the creator of a famous children's television show are expected to fetch thousands of pounds at auction.""]",['A pair of children have been given a rare set of Sooty puppets at an auction in Derbyshire.'],0.444444444,0.046511628,0.311111111,0.311111111,26.1138275
bert,95,"[""A set of hand puppets given to siblings by the creator of a famous children's television show are expected to fetch thousands of pounds at auction.""]","['Their father Derek Jowett was a friend of the magician and presenter, who they say gave them the gift when learning that their mother was ill with cancer. The three puppets have been given a guide price of £5,000 to £7,000.']",0.228571429,0,0.171428571,0.171428571,22.09983018
baseline,96,['Patients from West Cumbria requiring high-risk surgery will have to travel to Carlisle as a result of changes announced by the local NHS trust.'],"['Complex operations will no longer take place at the West Cumberland Hospital in Whitehaven, the North Cumbria University Hospital Trust said. The distance between the two hospitals is almost 40 miles. A spokesman for the Royal College of Nursing (RCN) said the move ""made sense in clinical terms"".']",0.191780822,0,0.136986301,0.136986301,24.92386315
t5base,96,['Patients from West Cumbria requiring high-risk surgery will have to travel to Carlisle as a result of changes announced by the local NHS trust.'],['complex operations will no longer take place at the west cumberland hospital in whitehaven . all other high-risk surgery will move to the Cumberland Infirmary in Carlisle .'],0.307692308,0.12,0.269230769,0.269230769,35.48168168
t5_finetune,96,['Patients from West Cumbria requiring high-risk surgery will have to travel to Carlisle as a result of changes announced by the local NHS trust.'],"['A spokesman for the Royal College of Nursing (RCN) said the move ""made sense in clinical terms""']",0.142857143,0,0.142857143,0.142857143,13.60230091
